@relation 'Titanic_train_predicted_ages-weka.filters.unsupervised.attribute.NumericToNominal-R1,2_predicted'

@attribute 'prediction margin' numeric
@attribute 'predicted Survived' {0,1}
@attribute Survived {0,1}
@attribute Pclass {1,2,3}
@attribute Sex {female,male}
@attribute SibSp numeric
@attribute Parch numeric
@attribute Embarked {C,S,Q}
@attribute EditedAge numeric

@data
-0.6853,0,1,3,male,0,0,S,27
0.4,1,1,3,female,0,1,C,4
-0.6853,0,1,2,male,1,0,S,32
-0.6853,0,1,1,male,1,0,S,38
0.926829,1,1,1,female,1,2,S,36
0.926829,1,1,1,female,1,1,S,52
0.926829,1,1,1,female,1,0,C,48
0.926829,1,1,1,female,0,1,C,56
-0.6853,0,1,3,male,0,0,S,24
-0.6853,0,1,1,male,0,2,C,17
0.555556,1,1,3,female,0,0,Q,15
-0.6853,0,1,3,male,0,0,S,32.36809
0.855072,1,1,2,female,1,1,S,4
0.555556,1,1,3,female,0,0,Q,21.662069
0.926829,1,1,1,female,1,0,S,35
-0.6853,0,1,1,male,0,0,C,56
-0.081081,0,1,3,female,0,2,S,24
0.926829,1,1,1,female,0,0,C,30
-0.081081,0,1,3,female,0,0,S,27
0.855072,1,1,2,female,0,0,S,32.5
0.926829,1,1,1,female,0,0,C,35
0.926829,1,1,1,female,1,0,C,35.440367
0.855072,1,1,2,female,0,0,C,17
0.855072,1,1,2,female,0,0,S,50
0.926829,1,1,1,female,1,0,S,35.440367
-0.6853,0,1,1,male,0,0,S,36
-0.6853,0,1,3,male,1,1,C,20
0.855072,1,1,2,female,0,0,C,23
0.555556,1,1,3,female,0,0,Q,21.662069
1,1,1,2,male,1,1,S,0.67
-0.081081,0,1,3,female,0,0,S,5
-0.6853,0,1,3,male,0,0,S,32
0.6853,0,0,3,male,0,0,S,29
0.428571,0,0,3,female,1,0,S,26
0.6853,0,0,3,male,0,0,S,32.36809
-0.555556,1,0,3,female,0,0,Q,18
0.6853,0,0,2,male,1,0,S,34
0.6853,0,0,1,male,0,0,S,32.36809
0.6853,0,0,2,male,1,0,C,30
0.684211,0,0,3,female,3,1,S,8
0.6853,0,0,3,male,0,0,S,32.36809
-0.4,1,0,3,female,1,0,C,14.5
0.6853,0,0,3,male,0,0,S,28
0.6853,0,0,2,male,1,2,C,25
0.6853,0,0,3,male,0,0,S,42
-0.855072,1,0,2,female,1,0,S,44
0.6853,0,0,3,male,0,0,S,35
0.6853,0,0,3,male,1,0,Q,32.36809
0.6853,0,0,1,male,1,1,C,49
0.6853,0,0,3,male,0,0,S,51
0.6853,0,0,2,male,0,0,S,24
0.6853,0,0,3,male,1,0,Q,32.36809
0.684211,0,0,3,female,3,2,S,9
0.6853,0,0,3,male,0,0,S,20.5
0.6853,0,0,3,male,1,0,S,28
0.5,0,0,3,female,1,1,S,30
0.6853,0,0,1,male,0,0,S,56
0.6853,0,0,3,male,0,0,C,25
0.6853,0,0,2,male,0,0,S,36
0.6853,0,0,1,male,0,2,C,58
0.6853,0,0,3,male,0,0,S,22
0.6853,0,0,3,male,0,0,S,18
0.6853,0,0,3,male,0,0,S,32
0.6853,0,0,3,male,0,0,Q,31
0.6853,0,0,1,male,0,1,S,54
0.6853,0,0,3,male,0,0,S,32.36809
0.6853,0,0,3,male,0,0,S,21
0.6853,0,0,1,male,0,0,C,42
0.6853,0,0,3,male,0,0,S,19
0.6853,0,0,3,male,0,0,S,29
0.6853,0,0,3,male,1,0,S,36
0.6853,0,0,3,male,0,0,S,20
0.6853,0,0,3,male,0,0,S,19
0.6853,0,0,2,male,0,0,S,54
0.081081,0,0,3,female,0,0,S,14
0.6853,0,0,1,male,0,0,S,32.36809
0.6853,0,0,2,male,0,0,S,32.36809
-0.555556,1,0,3,female,0,2,Q,21.662069
0.6853,0,0,3,male,0,0,Q,25
0.6853,0,0,3,male,0,0,S,17
-0.4,1,0,3,female,0,0,C,17
0.6853,0,0,3,male,0,0,Q,40.5
0.6853,0,0,1,male,0,0,S,65
0.6853,0,0,3,male,1,1,C,15
0.6853,0,0,2,male,0,0,S,19
-0.555556,1,0,3,female,0,5,Q,39
-1,1,0,3,male,0,0,C,11
1,1,1,2,male,0,2,S,0.83
0.571429,1,1,3,female,0,0,Q,16
1,1,1,3,female,1,1,S,35
0.823529,1,1,2,female,0,0,S,40
-0.67623,0,1,3,male,1,0,S,20
-0.67623,0,1,1,male,0,0,C,35
-0.67623,0,1,2,male,0,0,S,42
0.823529,1,1,2,female,1,0,S,29
0.927711,1,1,1,female,1,0,S,35
0.927711,1,1,1,female,0,0,C,38
0.927711,1,1,1,female,0,2,S,36
0.823529,1,1,2,female,0,2,S,18
0.272727,1,1,3,female,0,2,C,1
0.927711,1,1,1,female,0,1,C,16
-0.67623,0,1,1,male,0,0,S,35
-0.67623,0,1,1,male,0,0,S,32.36809
0.823529,1,1,2,female,1,1,S,31
-0.67623,0,1,1,male,1,2,S,11
-0.67623,0,1,1,male,1,0,S,31
-0.67623,0,1,2,male,1,1,S,8
-0.67623,0,1,1,male,0,0,S,28
-0.67623,0,1,2,male,0,0,S,32.36809
-0.67623,0,1,1,male,0,0,S,42
0.927711,1,1,1,female,0,0,C,41
0.927711,1,1,1,female,0,0,S,21
0.823529,1,1,2,female,0,2,S,8
-0.67623,0,1,1,male,0,0,S,80
0.927711,1,1,1,female,0,0,S,58
0.927711,1,1,1,female,1,0,S,35
0.823529,1,1,2,female,1,0,S,24
0.823529,1,1,2,female,1,2,C,22
0.823529,1,1,2,female,1,2,S,48
0.927711,1,1,1,female,0,1,S,22
0.571429,1,1,3,female,0,0,Q,21.662069
0.67623,0,0,3,male,0,0,S,32.36809
0.67623,0,0,2,male,0,0,S,52
0.67623,0,0,3,male,0,0,S,24.5
0.67623,0,0,3,male,0,0,Q,32.36809
0.67623,0,0,3,male,0,0,S,34
0.67623,0,0,3,male,2,0,S,26
0.684211,0,0,3,female,8,2,S,21.662069
0.67623,0,0,2,male,0,0,S,28
-1,1,0,3,female,1,0,S,31
0.67623,0,0,3,male,0,0,S,23
0.67623,0,0,3,male,0,0,S,32.36809
0.684211,0,0,3,female,8,2,S,21.662069
0.67623,0,0,3,male,0,0,S,32.36809
0.67623,0,0,3,male,0,0,S,32
-0.085714,1,0,3,female,0,0,S,37
0.67623,0,0,3,male,0,0,S,21
0.67623,0,0,3,male,0,0,S,32.36809
0.67623,0,0,3,male,0,0,S,25
0.67623,0,0,1,male,0,0,S,32.36809
0.67623,0,0,1,male,1,0,S,31
0.67623,0,0,1,male,0,0,S,39
0.67623,0,0,2,male,0,0,S,32.36809
0.67623,0,0,3,male,0,0,S,32.36809
0.67623,0,0,3,male,1,0,S,32.36809
0.67623,0,0,1,male,0,0,C,46
0.67623,0,0,3,male,0,0,S,32.36809
0.67623,0,0,3,male,0,0,C,32.36809
0.67623,0,0,3,male,0,0,S,19
0.67623,0,0,3,male,0,0,S,42
0.67623,0,0,3,male,0,0,S,20
0.67623,0,0,2,male,0,0,Q,57
0.67623,0,0,3,male,0,0,S,21
0.67623,0,0,2,male,0,0,S,23
0.67623,0,0,3,male,0,0,S,32.36809
0.67623,0,0,3,male,1,1,S,18
0.67623,0,0,3,male,0,0,S,21
0.67623,0,0,3,male,8,2,S,32.36809
0.67623,0,0,2,male,2,1,S,23
0.67623,0,0,3,male,0,0,S,32.36809
0.67623,0,0,3,male,0,0,S,26
0.67623,0,0,3,male,0,0,C,32.36809
0.67623,0,0,3,male,0,0,S,24
0.67623,0,0,3,male,0,0,C,20
-0.085714,1,0,3,female,0,0,S,21.662069
0.67623,0,0,1,male,0,1,C,65
0.67623,0,0,3,male,1,1,S,36
0.67623,0,0,2,male,0,0,S,30
-1,1,0,3,female,1,2,S,21.662069
0.67623,0,0,1,male,0,0,S,61
0.67623,0,0,3,male,0,0,S,32.36809
0.67623,0,0,1,male,0,0,S,29
0.67623,0,0,1,male,0,0,C,22
0.67623,0,0,2,male,0,0,S,32.36809
0.67623,0,0,2,male,0,0,S,47
0.67623,0,0,3,male,0,0,S,21
-0.66805,0,1,1,male,0,0,S,32.36809
-0.75,0,1,3,female,4,2,S,5
0.923077,1,1,1,female,3,2,S,24
0.923077,1,1,1,female,1,0,C,19
0.9,1,1,3,male,1,1,S,4
0.833333,1,1,2,female,1,1,S,34
0.833333,1,1,2,female,1,1,S,45
0.923077,1,1,1,female,1,1,C,39
0.833333,1,1,2,female,0,0,S,40
0.923077,1,1,1,female,0,0,C,24
0.923077,1,1,1,female,0,0,S,22
0.9,1,1,3,male,0,2,S,9
0.923077,1,1,1,female,0,0,S,35
0.923077,1,1,1,female,0,2,S,31
0.923077,1,1,1,female,0,1,S,58
-0.157895,0,1,3,female,1,0,S,36
-0.157895,0,1,3,female,0,0,S,22
0.538462,1,1,3,female,0,0,Q,21.662069
0.923077,1,1,1,female,0,2,S,18
-0.66805,0,1,1,male,1,0,C,49
0.923077,1,1,1,female,0,1,S,35.440367
0.833333,1,1,2,female,1,0,S,36
0.923077,1,1,1,female,1,0,Q,33
-0.66805,0,1,3,male,0,0,S,45
-0.66805,0,1,3,male,0,0,S,32
0.923077,1,1,1,female,0,0,C,35.440367
-0.66805,0,1,1,male,0,0,S,27
-0.66805,0,1,3,male,0,0,Q,29
0.538462,1,1,3,female,1,0,Q,21.662069
0.923077,1,1,1,female,1,0,C,60
0.538462,1,1,3,female,0,0,Q,19
0.9,1,1,1,male,1,2,S,0.92
0.538462,1,1,3,female,0,0,Q,21.662069
0.923077,1,1,1,female,1,0,S,17
0.66805,0,0,3,male,0,0,S,32.36809
0.66805,0,0,3,male,0,0,S,22
0.66805,0,0,3,male,0,0,S,32.36809
0.66805,0,0,3,male,0,0,S,19
0.66805,0,0,3,male,0,0,S,27
0.66805,0,0,1,male,0,0,C,32.36809
0.66805,0,0,2,male,1,0,S,25
0.66805,0,0,2,male,0,0,S,27
0.66805,0,0,2,male,0,0,S,70
0.818182,0,0,3,female,0,5,S,41
0.66805,0,0,3,male,0,0,S,28
0.66805,0,0,2,male,1,0,S,54
0.66805,0,0,2,male,0,2,S,36.5
-0.428571,1,0,3,female,1,0,C,21.662069
0.66805,0,0,2,male,2,0,S,24
0.875,0,0,3,male,3,1,S,4.574167
0.66805,0,0,1,male,0,0,C,36
1,0,0,3,female,1,1,S,28
0.66805,0,0,3,male,0,0,S,30
0.66805,0,0,2,male,0,0,S,29
0.66805,0,0,1,male,0,1,S,21
0.66805,0,0,1,male,0,0,S,45.5
0.66805,0,0,1,male,0,0,S,28
0.66805,0,0,2,male,0,0,S,35
0.66805,0,0,3,male,1,1,S,33
0.66805,0,0,3,male,0,0,S,61
0.66805,0,0,1,male,0,1,C,24
0.66805,0,0,3,male,0,0,S,51
0.66805,0,0,3,male,0,0,S,38
0.66805,0,0,3,male,0,0,S,32.36809
0.66805,0,0,2,male,0,0,S,25
0.66805,0,0,3,male,0,0,S,34
0.66805,0,0,3,male,0,0,S,24
0.66805,0,0,3,male,0,0,Q,32.36809
0.66805,0,0,2,male,0,0,S,66
0.66805,0,0,2,male,0,0,S,39
0.66805,0,0,1,male,1,0,S,19
0.66805,0,0,2,male,0,0,S,21
0.66805,0,0,2,male,1,2,S,36
0.66805,0,0,3,male,0,0,S,32.36809
0.66805,0,0,3,male,0,0,S,19
0.66805,0,0,1,male,0,0,S,31
0.66805,0,0,3,male,0,0,C,32.36809
0.66805,0,0,2,male,1,1,S,43
0.66805,0,0,3,male,1,1,S,34
0.66805,0,0,1,male,0,0,S,32.36809
0.66805,0,0,2,male,0,0,S,50
0.66805,0,0,3,male,0,0,S,30.5
0.66805,0,0,1,male,1,1,S,52
0.66805,0,0,3,male,0,0,S,24
0.66805,0,0,3,male,8,2,S,32.36809
0.875,0,0,3,male,4,1,Q,4
0.66805,0,0,3,male,0,0,S,18
0.75,0,0,3,female,4,2,S,9
